,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
204,Address: 8200 Oceanview Terrace #310, San FranciscoSales price: 658000Sales date: 01/29/2016Bedrooms: 2Square feet: 969Lot size: 325629,8200 Oceanview Ter APT 310,2.0,2.0,969.0,01/29/2016,658000.0,37.71048,-122.467645,Ingleside Heights,4.0,Condominium,2002.0,629228.0,"710,500",94132.0,67394879.0
216,Address: 750 Delano Avenue, San FranciscoSales price: 738000Sales date: 01/28/2016Bedrooms: 2Square feet: 840Lot size: 1680,750 Delano Ave,1.0,2.0,840.0,01/28/2016,738000.0,37.719505,-122.445759,Outer Mission,4.0,SingleFamily,1987.0,715379.0,"814,200",94112.0,15188832.0
217,Address: 5 Lobos Street, San FranciscoSales price: 950000Sales date: 01/28/2016Bedrooms: 4Square feet: 1726Lot size: 5871,5 Lobos St,2.0,4.0,1726.0,01/28/2016,950000.0,37.714682,-122.452504,Oceanview,7.0,SingleFamily,1974.0,939221.0,"762,700",94112.0,15194340.0
218,Address: 4524 Balboa Street, San FranciscoSales price: 961000Sales date: 01/28/2016Bedrooms: 2Square feet: 1200Lot size: 3162,4524 Balboa St,1.0,2.0,1200.0,01/28/2016,961000.0,37.775504,-122.507477,Outer Richmond,5.0,SingleFamily,1918.0,913987.0,"1,214,000",94121.0,15096451.0
221,Address: 527 Randolph Street, San FranciscoSales price: 695500Sales date: 01/28/2016Bedrooms: 0Square feet: 950Lot size: 1973,527 Randolph St,1.0,2.0,950.0,01/28/2016,695500.0,37.714051,-122.467584,Ingleside Heights,4.0,SingleFamily,1947.0,643848.0,"710,500",94132.0,15195083.0
222,Address: 1407 Montgomery Street #2, San FranciscoSales price: 976000Sales date: 01/28/2016Bedrooms: 0Square feet: 1028Lot size: 2187,1407 Montgomery St APT 2,1.0,1.0,1000.0,01/28/2016,976000.0,37.802299,-122.404941,Telegraph Hill,3.0,Condominium,1870.0,1044112.0,"1,238,700",94133.0,15065140.0
229,Address: 574 Natoma Street #102, San FranciscoSales price: 502000Sales date: 01/27/2016Bedrooms: 0Square feet: 376Lot size: 0,574 Natoma St APT 102,1.0,0.0,376.0,01/27/2016,502000.0,37.779014,-122.409446,South of Market,1.0,Condominium,2012.0,513968.0,"975,700",94103.0,119685119.0
239,Address: 65 Bishop Street, San FranciscoSales price: 675000Sales date: 01/27/2016Bedrooms: 0Square feet: 800Lot size: 2500,65 Bishop St,1.0,3.0,800.0,01/27/2016,675000.0,37.718075,-122.404179,Visitacion Valley,4.0,SingleFamily,1900.0,692286.0,"707,100",94134.0,15172626.0
253,Address: 701 Pennsylvania Avenue, San FranciscoSales price: 850000Sales date: 01/26/2016Bedrooms: 1Square feet: 756Lot size: 7569,701 Pennsylvania Ave # T13,2.0,1.0,842.0,03/24/2015,640000.0,37.75738,-122.39283,Potrero Hill,2.0,Condominium,1999.0,905401.0,"1,277,600",94107.0,58770199.0
254,Address: 88 King Street #1121, San FranciscoSales price: 1650000Sales date: 01/26/2016Bedrooms: 2Square feet: 1111Lot size: 82157,88 King St UNIT 1121,2.0,2.0,1111.0,01/26/2016,1650000.0,37.780117,-122.389648,South Beach,4.0,MultiFamily2To4,2000.0,1376614.0,"1,286,900",94107.0,80732286.0
255,Address: 57 Moneta Way, San FranciscoSales price: 860000Sales date: 01/26/2016Bedrooms: 0Square feet: 1325Lot size: 2339,57 Moneta Way,1.0,4.0,1325.0,01/26/2016,860000.0,37.712918,-122.449446,Outer Mission,6.0,SingleFamily,1929.0,932005.0,"814,200",94112.0,15194044.0
256,Address: 164 Seville Street, San FranciscoSales price: 1125000Sales date: 01/26/2016Bedrooms: 0Square feet: 852Lot size: 2421,164 Seville St,3.0,3.0,2234.0,01/26/2016,1125000.0,37.711727,-122.437085,Crocker Amazon,3.0,SingleFamily,1924.0,917185.0,"823,000",94112.0,15178148.0
257,Address: 145 Alpine Terrace, San FranciscoSales price: 5100000Sales date: 01/26/2016Bedrooms: 6Square feet: 4749Lot size: 3153,145-147 Alpine Ter,5.5,6.0,4749.0,01/26/2016,5100000.0,37.768186,-122.437144,Buena Vista Park,10.0,SingleFamily,2007.0,4791629.0,"1,500,900",94117.0,89240567.0
260,Address: 3023 Broderick Street, San FranciscoSales price: 1800000Sales date: 01/26/2016Bedrooms: 2Square feet: 1591Lot size: 2579,3023 Broderick St,2.5,3.0,1591.0,01/26/2016,1800000.0,37.798244,-122.44452,Cow Hollow,9.0,Condominium,1938.0,2145649.0,"2,151,200",94123.0,15080276.0
263,Address: 4173 Cesar Chavez Street, San FranciscoSales price: 4500000Sales date: 01/26/2016Bedrooms: 0Square feet: 1950Lot size: 2848,4173 Cesar Chavez St,4.0,4.0,3480.0,01/26/2016,4500000.0,37.747092,-122.432912,Noe Valley,8.0,SingleFamily,1900.0,2962385.0,"1,782,000",94131.0,15182099.0
275,Address: 830 Alabama Street #B, San FranciscoSales price: 1370000Sales date: 01/25/2016Bedrooms: 2Square feet: 1465Lot size: 0,830 Alabama St # B,2.0,3.0,1853.0,01/25/2016,1370000.0,37.75816,-122.411765,Mission,9.0,Condominium,1900.0,1642925.0,"1,185,400",94110.0,116157280.0
277,Address: 95 Stoneyford Avenue, San FranciscoSales price: 910000Sales date: 01/25/2016Bedrooms: 3Square feet: 1065Lot size: 2208,95 Stoneyford Ave,2.0,3.0,1400.0,01/25/2016,910000.0,37.729425,-122.42111,Excelsior,6.0,SingleFamily,1942.0,863116.0,"767,600",94112.0,15165922.0
282,Address: 518 Oak Street, San FranciscoSales price: 1475000Sales date: 01/22/2016Bedrooms: 2Square feet: 1105Lot size: 1994,518 Oak St,1.0,2.0,1105.0,01/22/2016,1475000.0,37.774467,-122.428491,Hayes Valley,6.0,SingleFamily,1870.0,1365025.0,"1,224,800",94102.0,15078647.0
284,Address: 1160 Mission Street #1908, San FranciscoSales price: 1475000Sales date: 01/22/2016Bedrooms: 2Square feet: 1201Lot size: 43557,1160 Mission St UNIT 1908,2.0,2.0,1201.0,01/22/2016,1475000.0,37.778705,-122.412635,South of Market,4.0,Condominium,2008.0,1418851.0,"975,700",94103.0,82785931.0
288,Address: 451 Kansas Street #461, San FranciscoSales price: 640000Sales date: 01/22/2016Bedrooms: 0Square feet: 450Lot size: 80311,451 Kansas St UNIT 461,1.0,0.0,450.0,01/22/2016,640000.0,37.764114,-122.402984,Potrero Hill,2.0,Condominium,2007.0,631335.0,"1,277,600",94107.0,89237945.0
290,Address: 2002 Pacific Avenue #4, San FranciscoSales price: 4200000Sales date: 01/22/2016Bedrooms: 3Square feet: 3291Lot size: 5500,2002 Pacific Ave APT 4,3.5,3.0,3291.0,01/22/2016,4200000.0,37.794429,-122.428513,Pacific Heights,7.0,Condominium,1961.0,4163277.0,"1,910,700",94109.0,15073090.0
291,Address: 554 Anderson Street, San FranciscoSales price: 920000Sales date: 01/22/2016Bedrooms: 0Square feet: 1015Lot size: 1751,554 Anderson St,1.0,2.0,1015.0,01/22/2016,920000.0,37.736454,-122.415593,Bernal Heights,5.0,SingleFamily,1910.0,738780.0,"1,248,000",94110.0,15163807.0
292,Address: 566 South Van Ness Avenue #9, San FranciscoSales price: 945000Sales date: 01/22/2016Bedrooms: 2Square feet: 941Lot size: 12255,566 S Van Ness Ave APT 9,2.0,2.0,941.0,01/22/2016,945000.0,37.763992,-122.417823,Mission,5.0,Condominium,2007.0,1000174.0,"1,185,400",94110.0,82785786.0
293,Address: 624 Hampshire Street, San FranciscoSales price: 1250000Sales date: 01/22/2016Bedrooms: 3Square feet: 962Lot size: 2495,624 Hampshire St,1.0,2.0,962.0,01/22/2016,1250000.0,37.761456,-122.408461,Mission,5.0,SingleFamily,1900.0,1082093.0,"1,185,400",94110.0,15149210.0
295,Address: 40 Mirabel Avenue, San FranciscoSales price: 1530000Sales date: 01/22/2016Bedrooms: 0Square feet: 1190Lot size: 1799,40 Mirabel Ave,2.0,2.0,1393.0,01/22/2016,1530000.0,37.746247,-122.416564,Bernal Heights,6.0,SingleFamily,1924.0,1481020.0,"1,248,000",94110.0,15160002.0
296,Address: 712 Dorado Terrace #53, San FranciscoSales price: 780000Sales date: 01/22/2016Bedrooms: 2Square feet: 1332Lot size: 87122,712 Dorado Ter # 53,2.5,2.0,1332.0,01/22/2016,780000.0,37.725575,-122.4616,Mount Davidson Manor,4.0,Condominium,1985.0,773173.0,"1,378,600",94112.0,15142328.0
297,Address: 264 Grand View Avenue, San FranciscoSales price: 1193000Sales date: 01/22/2016Bedrooms: 0Square feet: 590Lot size: 2495,264 Grand View Ave,1.0,1.0,590.0,01/22/2016,1193000.0,37.754001,-122.441489,Twin Peaks,5.0,SingleFamily,1907.0,1064070.0,"1,180,100",94114.0,15130589.0
298,Address: 4450 24th Street, San FranciscoSales price: 1400000Sales date: 01/22/2016Bedrooms: 3Square feet: 1352Lot size: 2945,4450 24th St,3.0,4.0,2500.0,01/22/2016,1400000.0,37.751072,-122.441843,Noe Valley,5.0,SingleFamily,1900.0,2088377.0,"1,782,000",94114.0,15132245.0
299,Address: 584 Sanchez Street, San FranciscoSales price: 2210000Sales date: 01/22/2016Bedrooms: 0Square feet: 2610Lot size: 2625,584-588 Sanchez St,4.0,4.0,2610.0,01/22/2016,2210000.0,37.759799,-122.43077,Eureka Valley - Dolores Heights - Castro,13.0,MultiFamily2To4,1900.0,3230417.0,"1,744,100",94114.0,15144461.0
300,Address: 300 Castro Street, San FranciscoSales price: 2400000Sales date: 01/22/2016Bedrooms: 2Square feet: 2451Lot size: 4691,300 Castro St,3.0,4.0,2451.0,01/22/2016,2400000.0,37.763918,-122.435614,Corona Heights,12.0,Miscellaneous,1900.0,2089411.0,"1,475,100",94114.0,15127442.0
301,Address: 2319 39th Avenue, San FranciscoSales price: 890000Sales date: 01/22/2016Bedrooms: 4Square feet: 1362Lot size: 2996,2319 39th Ave,2.0,4.0,1362.0,01/22/2016,890000.0,37.743541,-122.497548,Outer Parkside,6.0,SingleFamily,1955.0,1233120.0,"981,900",94116.0,15121040.0
302,Address: 27 Cutler Avenue, San FranciscoSales price: 1325000Sales date: 01/22/2016Bedrooms: 0Square feet: 1011Lot size: 2495,27 Cutler Ave,3.0,4.0,1622.0,01/28/2016,1325000.0,37.736824,-122.505856,Outer Parkside,9.0,SingleFamily,1949.0,751906.0,"981,900",94116.0,15124521.0
303,Address: 1535 Oak Street #2, San FranciscoSales price: 815000Sales date: 01/22/2016Bedrooms: 0Square feet: 765Lot size: 3710,1535 Oak St APT 2,1.0,1.0,765.0,01/22/2016,815000.0,37.771928,-122.4446,Haight-Ashbury,12.0,Condominium,1924.0,940621.0,"1,369,500",94117.0,53153292.0
307,Address: 558 17th Avenue, San FranciscoSales price: 1240000Sales date: 01/22/2016Bedrooms: 0Square feet: 1990Lot size: 2996,558-560 17TH Ave,3.0,5.0,1990.0,01/22/2016,1240000.0,37.777463,-122.47562,Central Richmond,8.0,MultiFamily2To4,1916.0,1810327.0,"1,485,300",94121.0,15095169.0
308,Address: 1722 31st Avenue, San FranciscoSales price: 1700000Sales date: 01/22/2016Bedrooms: 4Square feet: 1824Lot size: 3000,1722 31st Ave,2.0,4.0,1824.0,01/22/2016,1700000.0,37.755071,-122.489092,Central Sunset,6.0,SingleFamily,1940.0,965204.0,"1,125,700",94122.0,15110808.0
310,Address: 17 San Andreas Way, San FranciscoSales price: 3750000Sales date: 01/22/2016Bedrooms: 0Square feet: 3900Lot size: 11360,17 San Andreas Way,4.5,5.0,4095.0,01/22/2016,3750000.0,37.734454,-122.463624,St. Francis Wood,9.0,SingleFamily,1937.0,4381290.0,"3,056,100",94127.0,15138189.0
313,Address: 319 Arleta Avenue, San FranciscoSales price: 417000Sales date: 01/22/2016Bedrooms: 5Square feet: 1875Lot size: 2500,319 Arleta Ave,3.0,5.0,1875.0,01/22/2016,417000.0,37.714392,-122.409432,Visitacion Valley,7.0,SingleFamily,1989.0,862924.0,"707,100",94134.0,15174050.0
317,Address: 4390 26th Street, San FranciscoSales price: 2600000Sales date: 01/22/2016Bedrooms: 3Square feet: 2837Lot size: 1724,4390 26th St,3.0,5.0,2837.0,01/22/2016,2600000.0,37.748021,-122.437943,Noe Valley,9.0,SingleFamily,1928.0,2706923.0,"1,782,000",94131.0,15181575.0
325,Address: 250 King Street #1008, San FranciscoSales price: 825000Sales date: 01/21/2016Bedrooms: 1Square feet: 787Lot size: 213232,250 King St UNIT 1008,1.0,1.0,787.0,01/21/2016,825000.0,37.777374,-122.393157,South of Market,3.0,Condominium,2004.0,794744.0,"975,700",94107.0,80755158.0
328,Address: 724 Noe Street, San FranciscoSales price: 1680000Sales date: 01/21/2016Bedrooms: 0Square feet: 1577Lot size: 2827,724 Noe St,2.0,3.0,1577.0,01/21/2016,1680000.0,37.757402,-122.432758,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,1927.0,1934498.0,"1,744,100",94114.0,15145232.0
329,Address: 855 La Playa Street #162, San FranciscoSales price: 578000Sales date: 01/21/2016Bedrooms: 1Square feet: 805Lot size: 36683,855 La Playa St APT 162,1.0,1.0,805.0,01/21/2016,578000.0,37.772199,-122.510375,Outer Richmond,4.0,Condominium,1982.0,587098.0,"1,214,000",94121.0,15100635.0
330,Address: 855 La Playa Street #360, San FranciscoSales price: 750000Sales date: 01/21/2016Bedrooms: 2Square feet: 1193Lot size: 36683,855 La Playa St APT 360,2.0,2.0,1193.0,01/21/2016,750000.0,37.772199,-122.510375,Outer Richmond,4.0,Condominium,1982.0,851710.0,"1,214,000",94121.0,15100665.0
331,Address: 4220 Irving Street, San FranciscoSales price: 1150000Sales date: 01/21/2016Bedrooms: 2Square feet: 1175Lot size: 2495,4220 Irving St,2.0,3.0,1675.0,01/21/2016,1150000.0,37.762654,-122.503312,Outer Sunset,7.0,SingleFamily,1950.0,966107.0,"1,031,800",94122.0,15100990.0
332,Address: 1423 Oakdale Avenue, San FranciscoSales price: 638000Sales date: 01/21/2016Bedrooms: 0Square feet: 1125Lot size: 2495,1423 Oakdale Ave,2.0,3.0,1125.0,01/21/2016,638000.0,37.732554,-122.38726,Bayview,4.0,SingleFamily,1938.0,601102.0,"731,900",94124.0,15156494.0
334,Address: 15 Bishop Street, San FranciscoSales price: 851000Sales date: 01/21/2016Bedrooms: 4Square feet: 2200Lot size: 2500,15 Bishop St,3.0,4.0,2200.0,01/21/2016,851000.0,37.718594,-122.403955,Visitacion Valley,8.0,SingleFamily,1980.0,873975.0,"707,100",94134.0,15172634.0
346,Address: 9 Edgar Place, San FranciscoSales price: 1175000Sales date: 01/20/2016Bedrooms: 2Square feet: 1437Lot size: 2694,9 Edgar Pl,4.0,4.0,1800.0,01/20/2016,1175000.0,37.720695,-122.452421,Ingleside,8.0,SingleFamily,1925.0,937445.0,"814,200",94112.0,15189011.0
347,Address: 1949 McAllister Street, San FranciscoSales price: 1505000Sales date: 01/20/2016Bedrooms: 2Square feet: 2160Lot size: 3437,1949 Mcallister St,3.0,2.0,2160.0,01/20/2016,1505000.0,37.776786,-122.444044,North Panhandle,7.0,Condominium,1900.0,2315675.0,"1,231,800",94115.0,61288340.0
362,Address: 10 Miller Place #701, San FranciscoSales price: 1290000Sales date: 01/19/2016Bedrooms: 2Square feet: 1000Lot size: 5236,10 Miller Pl APT 701,2.0,2.0,1000.0,01/19/2016,1290000.0,37.793228,-122.40891,Nob Hill,4.0,MultiFamily2To4,1963.0,1795546.0,"1,459,200",94108.0,15068117.0
364,Address: 766 40th Avenue, San FranciscoSales price: 1000000Sales date: 01/19/2016Bedrooms: 0Square feet: 875Lot size: 3000,766 40th Ave,1.0,2.0,1034.0,01/19/2016,1000000.0,37.774327,-122.500107,Outer Richmond,5.0,SingleFamily,1924.0,1101153.0,"1,214,000",94121.0,15096980.0
365,Address: 22 Magnolia Street, San FranciscoSales price: 1375000Sales date: 01/19/2016Bedrooms: 2Square feet: 1180Lot size: 1600,22 Magnolia St,1.0,2.0,1231.0,01/19/2016,1375000.0,37.80106,-122.43171,Marina,5.0,Condominium,1927.0,1441734.0,"2,186,800",94123.0,15070810.0
376,Address: 170 King Street #928, San FranciscoSales price: 1262500Sales date: 01/15/2016Bedrooms: 2Square feet: 1092Lot size: 42969,170 King St UNIT 928,2.0,2.0,1092.0,01/15/2016,1262500.0,37.77898,-122.391754,South Beach,4.0,Condominium,2007.0,1312018.0,"1,286,900",94107.0,83153668.0
378,Address: 29 Cumberland Street, San FranciscoSales price: 1300000Sales date: 01/15/2016Bedrooms: 3Square feet: 1525Lot size: 2877,29 Cumberland St,1.0,3.0,1525.0,01/15/2016,1300000.0,37.758876,-122.424258,Mission,6.0,Condominium,1907.0,1537770.0,"1,185,400",94110.0,79842405.0
380,Address: 101 Lombard Street #610W, San FranciscoSales price: 876500Sales date: 01/15/2016Bedrooms: 0Square feet: 923Lot size: 113438,101 Lombard St APT 610W,1.0,1.0,1030.0,01/15/2016,876500.0,37.80347,-122.40409,Telegraph Hill,4.0,Condominium,1984.0,1028719.0,"1,238,700",94111.0,15064974.0
381,Address: 89 Theresa Street, San FranciscoSales price: 875000Sales date: 01/15/2016Bedrooms: 0Square feet: 1088Lot size: 1799,89 Theresa St,1.0,2.0,1088.0,01/15/2016,875000.0,37.728438,-122.434292,Mission Terrace,5.0,SingleFamily,1923.0,876871.0,"992,600",94112.0,15186768.0
382,Address: 2200 Sacramento Street #901, San FranciscoSales price: 1125000Sales date: 01/15/2016Bedrooms: 2Square feet: 952Lot size: 17550,2200 Sacramento St APT 901,2.0,1.0,952.0,01/15/2016,1125000.0,37.790681,-122.429498,Pacific Heights,4.0,Condominium,1964.0,1170349.0,"1,910,700",94115.0,15074435.0
383,Address: 2299 Sacramento Street #3, San FranciscoSales price: 1150000Sales date: 01/15/2016Bedrooms: 2Square feet: 1406Lot size: 6381,2299 Sacramento St APT 3,1.0,2.0,1406.0,01/15/2016,1150000.0,37.790011,-122.43048,Pacific Heights,5.0,Condominium,1913.0,1262766.0,"1,910,700",94115.0,15074750.0
384,Address: 2133 Pine Street, San FranciscoSales price: 1550000Sales date: 01/15/2016Bedrooms: 9Square feet: 5085Lot size: 2500,2133-2137 Pine St,7.0,9.0,5085.0,01/15/2016,1550000.0,37.787988,-122.431495,Lower Pacific Heights,15.0,MultiFamily2To4,1900.0,5461047.0,"1,178,700",94115.0,15075357.0
386,Address: 2670 47th Avenue, San FranciscoSales price: 1075000Sales date: 01/15/2016Bedrooms: 4Square feet: 1546Lot size: 2996,2670 47th Ave,3.0,4.0,1546.0,01/15/2016,1075000.0,37.736702,-122.505008,Outer Parkside,7.0,SingleFamily,1944.0,1013806.0,"981,900",94116.0,15124563.0
389,Address: 107 19th Avenue, San FranciscoSales price: 1150000Sales date: 01/15/2016Bedrooms: 2Square feet: 1125Lot size: 3250,107 19th Ave,2.0,2.0,1125.0,01/15/2016,1150000.0,37.785783,-122.478874,Lake,4.0,Condominium,1921.0,1292703.0,"2,244,500",94121.0,79845383.0
390,Address: 1501 Greenwich Street #304, San FranciscoSales price: 1150000Sales date: 01/15/2016Bedrooms: 2Square feet: 958Lot size: 12161,1501 Greenwich St UNIT 304,2.0,2.0,958.0,01/15/2016,1150000.0,37.80009,-122.424682,Cow Hollow,4.0,Condominium,2008.0,1216690.0,"2,151,200",94123.0,89238205.0
391,Address: 1738 Lombard Street #T4, San FranciscoSales price: 1400000Sales date: 01/15/2016Bedrooms: 2Square feet: 1038Lot size: 5844,1738 Lombard St # T4,2.0,2.0,1078.0,01/15/2016,1400000.0,37.80091,-122.430229,Marina,4.0,Condominium,2004.0,1349828.0,"2,186,800",94123.0,67394894.0
392,Address: 3725 Webster Street, San FranciscoSales price: 1963000Sales date: 01/15/2016Bedrooms: 2Square feet: 1717Lot size: 2500,3725 Webster St,2.0,3.0,1717.0,01/15/2016,1963000.0,37.805118,-122.435725,Marina,13.0,SingleFamily,1938.0,2546902.0,"2,186,800",94123.0,53734092.0
393,Address: 3027 Webster Street, San FranciscoSales price: 2350000Sales date: 01/15/2016Bedrooms: 0Square feet: 2002Lot size: 1816,3027 Webster St,3.5,3.0,2002.0,01/15/2016,2350000.0,37.798579,-122.43433,Cow Hollow,9.0,SingleFamily,1906.0,2670211.0,"2,151,200",94123.0,15071331.0
395,Address: 1546 McKinnon Avenue, San FranciscoSales price: 720000Sales date: 01/15/2016Bedrooms: 2Square feet: 1175Lot size: 2500,1546 Mckinnon Ave,2.0,4.0,1175.0,01/15/2016,720000.0,37.735509,-122.388068,Bayview,5.0,SingleFamily,1940.0,735339.0,"731,900",94124.0,15155964.0
396,Address: 478 Los Palmos Drive, San FranciscoSales price: 1200000Sales date: 01/15/2016Bedrooms: 3Square feet: 1450Lot size: 2644,478 Los Palmos Dr,1.0,3.0,1450.0,01/15/2016,1200000.0,37.734682,-122.452493,Westwood Highlands,6.0,SingleFamily,1947.0,1196619.0,"1,424,100",94127.0,15136362.0
398,Address: 367 Vernon Street, San FranciscoSales price: 1300000Sales date: 01/15/2016Bedrooms: 0Square feet: 1712Lot size: 2495,367 Vernon St,3.0,4.0,2100.0,01/15/2016,1300000.0,37.719099,-122.468325,Merced Heights,7.0,SingleFamily,1937.0,1042186.0,"874,200",94132.0,15190110.0
399,Address: 115 Colby Street, San FranciscoSales price: 950000Sales date: 01/15/2016Bedrooms: 0Square feet: 1753Lot size: 1750,115 Colby St,3.0,3.0,1753.0,01/15/2016,950000.0,37.728726,-122.413656,Portola,7.0,SingleFamily,1970.0,953825.0,"888,400",94134.0,15167235.0
404,Address: 138 Bronte Street, San FranciscoSales price: 1045000Sales date: 01/14/2016Bedrooms: 3Square feet: 1077Lot size: 1751,138 Bronte St,1.0,2.0,1077.0,01/14/2016,1045000.0,37.737634,-122.410499,Bernal Heights,6.0,SingleFamily,1950.0,1118463.0,"1,248,000",94110.0,15163088.0
405,Address: 1819 26th Avenue, San FranciscoSales price: 1000000Sales date: 01/14/2016Bedrooms: 2Square feet: 1175Lot size: 2996,1819 26th Ave,1.0,2.0,1175.0,01/14/2016,1000000.0,37.75348,-122.484273,Central Sunset,5.0,SingleFamily,1939.0,1205558.0,"1,125,700",94122.0,15112556.0
406,Address: 2421 Franklin Street, San FranciscoSales price: 2400000Sales date: 01/14/2016Bedrooms: 4Square feet: 2193Lot size: 3034,2421 Franklin St,4.0,4.0,2096.0,01/14/2016,2400000.0,37.79675,-122.425354,Pacific Heights,8.0,Condominium,1922.0,2765504.0,"1,910,700",94123.0,119685617.0
407,Address: 2865 Vallejo Street, San FranciscoSales price: 7450000Sales date: 01/14/2016Bedrooms: 3Square feet: 2230Lot size: 3436,2865 Vallejo St,2.0,3.0,2230.0,01/14/2016,7450000.0,37.79376,-122.444385,Pacific Heights,9.0,SingleFamily,1925.0,8086133.0,"1,910,700",94123.0,15080795.0
409,Address: 1455 Oakdale Avenue, San FranciscoSales price: 935000Sales date: 01/14/2016Bedrooms: 5Square feet: 1594Lot size: 2495,1455 Oakdale Ave,3.0,5.0,1594.0,01/14/2016,935000.0,37.732869,-122.387815,Bayview,8.0,SingleFamily,1964.0,769558.0,"731,900",94124.0,15156497.0
